_DROP_ ; _LTST_ ; SOL ; YYYY-MM-DDTHH:MM:SS.sss ; RATIO
-0.458 ; 11.886 ; 019 ; 2018-350T06:43:47.200Z ; 1.000
-0.458 ; 12.183 ; 047 ; 2019-014T01:36:03.284Z ; 1.000
-0.458 ; 13.418 ; 211 ; 2019-182T14:20:03.227Z ; 1.000
-0.458 ; 13.433 ; 184 ; 2019-154T20:41:37.548Z ; 1.000
-0.458 ; 15.665 ; 020 ; 2018-351T11:16:40.876Z ; 1.000
-0.457 ;  9.338 ; 148 ; 2019-117T16:57:35.695Z ; 1.000
-0.457 ; 10.712 ; 192 ; 2019-162T23:07:43.604Z ; 1.000
-0.457 ; 10.999 ; 194 ; 2019-165T00:43:52.697Z ; 1.000
-0.457 ; 11.549 ; 207 ; 2019-178T09:47:49.781Z ; 1.000
-0.457 ; 12.092 ; 173 ; 2019-143T12:07:38.661Z ; 1.000
-0.457 ; 12.672 ; 172 ; 2019-142T12:04:08.963Z ; 1.000
-0.457 ; 13.615 ; 072 ; 2019-039T19:33:32.142Z ; 1.000
-0.457 ; 15.216 ; 175 ; 2019-145T16:38:37.549Z ; 1.000
-0.456 ;  9.920 ; 200 ; 2019-171T03:32:44.895Z ; 1.000
-0.456 ; 10.235 ; 175 ; 2019-145T11:31:37.598Z ; 1.000
-0.456 ; 10.577 ; 202 ; 2019-173T05:31:42.765Z ; 1.000
-0.456 ; 13.198 ; 132 ; 2019-101T10:27:56.665Z ; 1.000
-0.456 ; 14.129 ; 014 ; 2018-345T05:50:45.370Z ; 0.790
-0.455 ;  8.897 ; 202 ; 2019-173T03:48:08.223Z ; 1.000
-0.455 ; 10.474 ; 142 ; 2019-111T14:12:20.795Z ; 1.000
-0.455 ; 10.843 ; 033 ; 2018-364T14:57:18.882Z ; 1.000
-0.455 ; 11.169 ; 173 ; 2019-143T11:10:45.636Z ; 1.000
-0.455 ; 11.504 ; 148 ; 2019-117T19:11:06.011Z ; 1.000
-0.455 ; 15.445 ; 028 ; 2018-359T16:22:02.490Z ; 1.000
-0.454 ;  9.929 ; 209 ; 2019-180T09:26:27.130Z ; 1.000
-0.454 ; 11.516 ; 218 ; 2019-189T16:57:35.590Z ; 1.000
-0.454 ; 11.804 ; 028 ; 2018-359T12:37:32.723Z ; 1.000
-0.454 ; 12.295 ; 021 ; 2018-352T08:28:47.469Z ; 1.000
-0.454 ; 12.536 ; 173 ; 2019-143T12:35:00.727Z ; 1.000
-0.454 ; 12.879 ; 184 ; 2019-154T20:07:29.694Z ; 1.000
-0.454 ; 13.521 ; 161 ; 2019-131T05:45:11.096Z ; 1.000
-0.454 ; 15.278 ; 025 ; 2018-356T14:12:13.430Z ; 1.000
-0.453 ;  9.815 ; 191 ; 2019-161T21:33:12.776Z ; 1.000
-0.453 ; 10.001 ; 195 ; 2019-166T00:21:35.094Z ; 1.000
-0.453 ; 10.195 ; 177 ; 2019-147T12:47:35.135Z ; 1.000
-0.453 ; 11.406 ; 182 ; 2019-152T17:18:18.270Z ; 1.000
-0.453 ; 11.510 ; 213 ; 2019-184T13:40:55.496Z ; 1.000
-0.453 ; 11.748 ; 168 ; 2019-138T08:30:22.272Z ; 1.000
-0.453 ; 11.760 ; 205 ; 2019-176T08:42:19.168Z ; 1.000
-0.453 ; 11.931 ; 181 ; 2019-151T17:11:24.870Z ; 1.000
-0.453 ; 12.780 ; 214 ; 2019-185T15:38:28.666Z ; 1.000
-0.452 ;  9.006 ; 184 ; 2019-154T16:08:46.455Z ; 1.000
-0.452 ; 10.652 ; 194 ; 2019-165T00:22:28.930Z ; 1.000
-0.452 ; 11.718 ; 177 ; 2019-147T14:21:26.903Z ; 1.000
-0.451 ;  9.377 ; 197 ; 2019-168T01:01:34.484Z ; 1.000
-0.451 ; 10.122 ; 213 ; 2019-184T12:15:23.424Z ; 1.000
-0.451 ; 10.549 ; 119 ; 2019-087T23:14:25.350Z ; 1.000
-0.451 ; 10.796 ; 173 ; 2019-143T10:47:45.068Z ; 1.000
-0.451 ; 11.693 ; 211 ; 2019-182T12:33:41.086Z ; 1.000
-0.451 ; 11.755 ; 033 ; 2018-364T15:53:35.311Z ; 1.000
-0.451 ; 11.912 ; 045 ; 2019-011T23:59:59.436Z ; 1.000
-0.451 ; 12.382 ; 178 ; 2019-148T15:41:34.269Z ; 1.000
-0.451 ; 13.054 ; 103 ; 2019-071T15:20:06.817Z ; 1.000
-0.451 ; 13.258 ; 165 ; 2019-135T08:05:47.347Z ; 1.000
-0.451 ; 14.749 ; 023 ; 2018-354T12:19:52.762Z ; 1.000
-0.450 ;  8.967 ; 157 ; 2019-126T22:27:40.564Z ; 1.000
-0.450 ;  9.309 ; 161 ; 2019-131T01:25:36.424Z ; 1.000
-0.450 ; 11.302 ; 176 ; 2019-146T13:16:36.102Z ; 1.000
-0.450 ; 13.026 ; 088 ; 2019-056T05:28:06.032Z ; 1.000
-0.450 ; 13.345 ; 218 ; 2019-189T18:50:19.721Z ; 1.000
-0.450 ; 13.466 ; 160 ; 2019-130T05:02:34.647Z ; 1.000
-0.450 ; 13.515 ; 016 ; 2018-347T06:24:26.540Z ; 1.000
-0.449 ;  9.089 ; 169 ; 2019-139T06:25:42.712Z ; 1.000
-0.449 ;  9.816 ; 148 ; 2019-117T17:27:04.653Z ; 1.000
-0.449 ; 10.304 ; 179 ; 2019-149T14:12:44.247Z ; 1.000
-0.449 ; 11.957 ; 186 ; 2019-156T20:29:04.810Z ; 1.000
-0.449 ; 12.313 ; 016 ; 2018-347T05:10:18.629Z ; 1.000
-0.449 ; 12.443 ; 213 ; 2019-184T14:38:26.415Z ; 1.000
-0.449 ; 12.487 ; 019 ; 2018-350T07:20:50.152Z ; 1.000
-0.449 ; 14.107 ; 052 ; 2019-019T06:52:53.856Z ; 1.000
-0.449 ; 14.692 ; 025 ; 2018-356T13:36:06.963Z ; 1.000
-0.448 ; 10.068 ; 024 ; 2018-355T08:11:07.732Z ; 1.000
-0.448 ; 10.700 ; 032 ; 2018-363T14:08:42.990Z ; 0.995
-0.448 ; 12.474 ; 206 ; 2019-177T10:05:35.700Z ; 1.000
-0.448 ; 12.951 ; 162 ; 2019-132T05:49:16.990Z ; 1.000
-0.448 ; 13.193 ; 204 ; 2019-175T09:31:26.960Z ; 1.000
-0.448 ; 14.973 ; 038 ; 2019-004T22:30:45.850Z ; 1.000
-0.447 ;  9.908 ; 193 ; 2019-163T22:57:23.443Z ; 1.000
-0.447 ; 10.406 ; 160 ; 2019-130T01:53:58.376Z ; 1.000
-0.447 ; 10.445 ; 209 ; 2019-180T09:58:15.579Z ; 1.000
-0.447 ; 11.090 ; 204 ; 2019-175T07:21:49.825Z ; 1.000
-0.447 ; 11.640 ; 210 ; 2019-181T11:51:09.836Z ; 1.000
-0.447 ; 12.402 ; 074 ; 2019-041T19:37:40.704Z ; 1.000
-0.447 ; 12.951 ; 214 ; 2019-185T15:49:02.051Z ; 1.000
-0.447 ; 12.974 ; 214 ; 2019-185T15:50:26.649Z ; 1.000
-0.446 ;  9.045 ; 135 ; 2019-104T08:09:39.012Z ; 1.000
-0.446 ; 10.354 ; 177 ; 2019-147T12:57:21.822Z ; 1.000
-0.446 ; 12.981 ; 029 ; 2018-360T14:29:57.966Z ; 1.000
-0.446 ; 14.770 ; 028 ; 2018-359T15:40:25.529Z ; 1.000
-0.446 ; 14.902 ; 183 ; 2019-153T21:32:56.154Z ; 1.000
-0.445 ;  9.510 ; 220 ; 2019-191T16:12:31.771Z ; 1.000
-0.445 ;  9.753 ; 195 ; 2019-166T00:06:17.413Z ; 1.000
-0.445 ; 10.701 ; 105 ; 2019-073T14:13:41.119Z ; 1.000
-0.445 ; 10.832 ; 205 ; 2019-176T07:45:07.047Z ; 1.000
-0.445 ; 12.604 ; 167 ; 2019-137T08:43:56.095Z ; 1.000
-0.445 ; 13.225 ; 175 ; 2019-145T14:35:54.649Z ; 1.000
-0.445 ; 13.494 ; 021 ; 2018-352T09:42:42.378Z ; 1.000
-0.444 ;  8.767 ; 178 ; 2019-148T11:58:45.589Z ; 1.000
-0.444 ;  9.521 ; 046 ; 2019-012T22:12:14.965Z ; 1.000
-0.444 ;  9.581 ; 133 ; 2019-102T07:24:14.943Z ; 1.000
-0.444 ; 10.028 ; 195 ; 2019-166T00:23:14.491Z ; 1.000
-0.444 ; 10.247 ; 209 ; 2019-180T09:46:05.398Z ; 1.000
-0.444 ; 10.798 ; 152 ; 2019-121T21:04:28.673Z ; 1.000
-0.444 ; 11.184 ; 216 ; 2019-187T15:18:38.920Z ; 1.000
-0.444 ; 11.363 ; 134 ; 2019-103T09:53:17.435Z ; 1.000
-0.444 ; 11.601 ; 137 ; 2019-106T12:05:40.191Z ; 1.000
-0.444 ; 11.773 ; 053 ; 2019-020T05:08:37.483Z ; 1.000
-0.444 ; 13.652 ; 219 ; 2019-190T19:48:32.111Z ; 1.000
-0.443 ;  9.270 ; 185 ; 2019-155T17:04:16.051Z ; 1.000
-0.443 ; 10.335 ; 203 ; 2019-174T05:56:02.036Z ; 1.000
-0.443 ; 13.584 ; 211 ; 2019-182T14:30:15.113Z ; 1.000
-0.443 ; 14.915 ; 026 ; 2018-357T14:29:43.335Z ; 1.000
-0.442 ;  9.599 ; 124 ; 2019-093T01:32:10.444Z ; 1.000
-0.442 ; 10.147 ; 196 ; 2019-167T01:09:47.321Z ; 1.000
-0.442 ; 10.421 ; 202 ; 2019-173T05:22:05.179Z ; 1.000
-0.442 ; 10.607 ; 195 ; 2019-166T00:58:56.244Z ; 1.000
-0.442 ; 11.212 ; 175 ; 2019-145T12:31:49.756Z ; 1.000
-0.442 ; 11.327 ; 194 ; 2019-165T01:04:04.265Z ; 1.000
-0.442 ; 11.419 ; 048 ; 2019-015T01:28:38.323Z ; 0.997
-0.442 ; 11.701 ; 186 ; 2019-156T20:13:18.533Z ; 1.000
-0.442 ; 12.066 ; 033 ; 2018-364T16:12:43.788Z ; 1.000
-0.442 ; 13.356 ; 191 ; 2019-162T01:11:25.265Z ; 1.000
-0.442 ; 13.671 ; 050 ; 2019-017T05:06:44.600Z ; 1.000
-0.442 ; 14.221 ; 040 ; 2019-006T23:03:51.728Z ; 1.000
-0.441 ; 10.174 ; 029 ; 2018-360T11:36:51.685Z ; 1.000
-0.441 ; 10.937 ; 219 ; 2019-190T17:01:11.577Z ; 1.000
-0.441 ; 12.531 ; 181 ; 2019-151T17:48:25.415Z ; 1.000
-0.441 ; 13.094 ; 214 ; 2019-185T15:57:50.439Z ; 1.000
-0.441 ; 13.364 ; 171 ; 2019-141T12:07:36.395Z ; 0.996
-0.441 ; 14.167 ; 035 ; 2019-001T19:41:50.751Z ; 1.000
-0.440 ;  8.973 ; 034 ; 2018-365T13:41:49.873Z ; 1.000
-0.440 ; 10.075 ; 212 ; 2019-183T11:33:12.831Z ; 1.000
-0.440 ; 10.914 ; 198 ; 2019-169T03:15:33.078Z ; 1.000
-0.440 ; 10.954 ; 057 ; 2019-024T06:56:30.929Z ; 1.000
-0.440 ; 11.799 ; 198 ; 2019-169T04:10:06.690Z ; 1.000
-0.440 ; 13.526 ; 167 ; 2019-137T09:40:47.027Z ; 1.000
-0.440 ; 13.585 ; 033 ; 2018-364T17:46:24.182Z ; 1.000
-0.440 ; 16.412 ; 178 ; 2019-148T19:49:58.697Z ; 1.000
-0.439 ;  9.434 ; 201 ; 2019-172T03:42:02.607Z ; 1.000
-0.439 ;  9.532 ; 054 ; 2019-021T03:30:04.164Z ; 1.000
-0.439 ;  9.752 ; 079 ; 2019-046T20:11:34.346Z ; 1.000
-0.439 ; 10.317 ; 195 ; 2019-166T00:41:03.367Z ; 1.000
-0.439 ; 10.395 ; 211 ; 2019-182T11:13:42.614Z ; 1.000
-0.439 ; 11.845 ; 203 ; 2019-174T07:29:05.706Z ; 1.000
-0.439 ; 11.915 ; 191 ; 2019-161T23:42:35.985Z ; 1.000
-0.439 ; 12.152 ; 171 ; 2019-141T10:52:56.585Z ; 0.996
-0.439 ; 12.302 ; 180 ; 2019-150T16:55:04.135Z ; 1.000
-0.439 ; 13.760 ; 161 ; 2019-131T05:59:56.581Z ; 1.000
-0.438 ;  9.221 ; 211 ; 2019-182T10:01:21.631Z ; 1.000
-0.438 ;  9.601 ; 019 ; 2018-350T04:22:51.398Z ; 1.000
-0.438 ; 10.178 ; 156 ; 2019-125T23:03:06.753Z ; 1.000
-0.438 ; 10.943 ; 046 ; 2019-012T23:39:54.844Z ; 1.000
-0.438 ; 11.678 ; 207 ; 2019-178T09:55:46.475Z ; 1.000
-0.438 ; 12.673 ; 019 ; 2018-350T07:32:18.638Z ; 1.000
-0.438 ; 13.721 ; 172 ; 2019-142T13:08:50.191Z ; 1.000
-0.438 ; 14.427 ; 020 ; 2018-351T10:00:20.945Z ; 1.000
-0.438 ; 14.824 ; 207 ; 2019-178T13:09:40.118Z ; 1.000
-0.437 ;  9.819 ; 210 ; 2019-181T09:58:56.699Z ; 1.000
-0.437 ; 10.254 ; 176 ; 2019-146T12:11:58.889Z ; 1.000
-0.437 ; 10.444 ; 094 ; 2019-062T06:45:13.722Z ; 1.000
-0.437 ; 10.964 ; 170 ; 2019-140T09:00:29.686Z ; 1.000
-0.437 ; 11.478 ; 167 ; 2019-137T07:34:30.687Z ; 1.000
-0.437 ; 12.028 ; 192 ; 2019-163T00:28:49.978Z ; 1.000
-0.436 ;  9.958 ; 171 ; 2019-141T08:37:41.568Z ; 0.996
-0.436 ; 11.685 ; 208 ; 2019-179T10:35:27.845Z ; 1.000
-0.436 ; 11.949 ; 171 ; 2019-141T10:40:22.402Z ; 0.996
-0.436 ; 12.177 ; 208 ; 2019-179T11:05:48.097Z ; 1.000
-0.436 ; 12.624 ; 148 ; 2019-117T20:20:09.422Z ; 1.000
-0.436 ; 13.691 ; 175 ; 2019-145T15:04:34.960Z ; 1.000
-0.436 ; 13.744 ; 148 ; 2019-117T21:29:12.843Z ; 1.000
-0.435 ; 11.141 ; 075 ; 2019-042T18:59:25.826Z ; 1.000
-0.435 ; 11.460 ; 061 ; 2019-028T10:06:00.659Z ; 1.000
-0.435 ; 11.516 ; 147 ; 2019-116T18:32:41.258Z ; 1.000
-0.435 ; 11.752 ; 046 ; 2019-013T00:29:50.776Z ; 1.000
-0.435 ; 11.915 ; 114 ; 2019-082T21:22:11.817Z ; 1.000
-0.435 ; 12.904 ; 089 ; 2019-057T06:00:00.041Z ; 1.000
-0.435 ; 15.227 ; 037 ; 2019-003T22:06:40.395Z ; 0.671
-0.434 ; 10.100 ; 176 ; 2019-146T12:02:28.202Z ; 1.000
-0.434 ; 10.452 ; 081 ; 2019-048T22:13:35.968Z ; 1.000
-0.434 ; 10.560 ; 194 ; 2019-165T00:16:46.740Z ; 1.000
-0.434 ; 10.927 ; 199 ; 2019-170T03:55:32.397Z ; 1.000
-0.434 ; 11.387 ; 207 ; 2019-178T09:37:50.094Z ; 1.000
-0.434 ; 11.952 ; 216 ; 2019-187T16:05:58.344Z ; 1.000
-0.434 ; 12.653 ; 188 ; 2019-158T22:30:26.420Z ; 1.000
-0.434 ; 12.831 ; 057 ; 2019-024T08:52:15.779Z ; 1.000
-0.434 ; 13.311 ; 039 ; 2019-005T21:28:02.048Z ; 1.000
-0.434 ; 14.301 ; 021 ; 2018-352T10:32:28.823Z ; 1.000
-0.434 ; 14.461 ; 035 ; 2019-001T19:59:58.231Z ; 1.000
-0.433 ;  9.348 ; 210 ; 2019-181T09:29:55.042Z ; 1.000
-0.433 ;  9.867 ; 185 ; 2019-155T17:41:05.295Z ; 1.000
-0.433 ; 10.219 ; 218 ; 2019-189T15:37:41.716Z ; 1.000
-0.433 ; 10.274 ; 176 ; 2019-146T12:13:14.087Z ; 1.000
-0.433 ; 10.406 ; 190 ; 2019-160T21:30:23.365Z ; 1.000
-0.433 ; 11.027 ; 193 ; 2019-164T00:06:19.560Z ; 1.000
-0.433 ; 12.410 ; 157 ; 2019-127T01:59:53.260Z ; 1.000
-0.433 ; 13.280 ; 136 ; 2019-105T13:09:55.593Z ; 1.000
-0.433 ; 14.151 ; 033 ; 2018-364T18:21:19.644Z ; 1.000
-0.433 ; 15.984 ; 155 ; 2019-125T04:21:45.577Z ; 1.000
-0.432 ; 10.129 ; 138 ; 2019-107T11:14:11.972Z ; 1.000
-0.432 ; 11.770 ; 129 ; 2019-098T07:02:13.503Z ; 1.000
-0.432 ; 13.076 ; 202 ; 2019-173T08:05:43.245Z ; 1.000
-0.432 ; 13.096 ; 022 ; 2018-353T09:58:05.041Z ; 0.906
-0.432 ; 13.213 ; 152 ; 2019-121T23:33:17.991Z ; 1.000
-0.432 ; 13.616 ; 174 ; 2019-144T14:20:44.644Z ; 1.000
-0.432 ; 14.943 ; 032 ; 2018-363T18:30:21.689Z ; 0.995
-0.431 ;  9.979 ; 191 ; 2019-161T21:43:19.861Z ; 1.000
-0.431 ; 10.561 ; 171 ; 2019-141T09:14:49.618Z ; 0.996
-0.431 ; 11.121 ; 159 ; 2019-129T01:58:51.422Z ; 1.000
-0.431 ; 15.053 ; 203 ; 2019-174T10:46:49.573Z ; 1.000
-0.430 ;  9.667 ; 181 ; 2019-151T14:51:50.879Z ; 1.000
-0.430 ; 10.570 ; 072 ; 2019-039T16:25:48.834Z ; 1.000
-0.430 ; 12.119 ; 018 ; 2018-349T06:18:12.777Z ; 1.000
-0.429 ; 10.345 ; 182 ; 2019-152T16:12:53.172Z ; 1.000
-0.429 ; 10.462 ; 186 ; 2019-156T18:56:59.751Z ; 1.000
-0.429 ; 11.156 ; 021 ; 2018-352T07:18:35.059Z ; 1.000
-0.429 ; 11.669 ; 183 ; 2019-153T18:13:43.909Z ; 1.000
-0.429 ; 12.496 ; 192 ; 2019-163T00:57:37.635Z ; 1.000
-0.429 ; 12.763 ; 196 ; 2019-167T03:51:00.507Z ; 1.000
-0.429 ; 14.348 ; 180 ; 2019-150T19:01:10.368Z ; 1.000
-0.429 ; 14.905 ; 021 ; 2018-352T11:09:43.784Z ; 1.000
-0.428 ;  9.891 ; 044 ; 2019-010T21:15:43.495Z ; 1.000
-0.428 ; 10.008 ; 162 ; 2019-132T02:47:51.734Z ; 1.000
-0.428 ; 10.424 ; 094 ; 2019-062T06:43:56.722Z ; 1.000
-0.428 ; 11.912 ; 033 ; 2018-364T16:03:15.799Z ; 1.000
-0.428 ; 13.304 ; 097 ; 2019-065T11:39:32.496Z ; 1.000
-0.428 ; 13.689 ; 112 ; 2019-080T22:01:21.186Z ; 0.987
-0.428 ; 13.762 ; 185 ; 2019-155T21:41:09.140Z ; 1.000
-0.428 ; 14.691 ; 174 ; 2019-144T15:27:03.374Z ; 1.000
-0.428 ; 15.112 ; 098 ; 2019-066T14:10:18.043Z ; 1.000
-0.427 ; 10.001 ; 199 ; 2019-170T02:58:30.983Z ; 1.000
-0.427 ; 10.572 ; 160 ; 2019-130T02:04:13.863Z ; 1.000
-0.427 ; 10.676 ; 216 ; 2019-187T14:47:17.371Z ; 1.000
-0.427 ; 12.678 ; 081 ; 2019-049T00:30:50.781Z ; 1.000
-0.427 ; 12.758 ; 132 ; 2019-101T10:00:50.199Z ; 1.000
-0.427 ; 13.709 ; 033 ; 2018-364T17:54:03.174Z ; 1.000
-0.427 ; 14.300 ; 178 ; 2019-148T17:39:47.725Z ; 1.000
-0.427 ; 16.208 ; 179 ; 2019-149T20:16:34.732Z ; 1.000
-0.426 ;  9.630 ; 203 ; 2019-174T05:12:33.097Z ; 1.000
-0.426 ; 10.941 ; 177 ; 2019-147T13:33:31.370Z ; 1.000
-0.426 ; 12.120 ; 130 ; 2019-099T08:03:02.336Z ; 1.000
-0.426 ; 13.526 ; 018 ; 2018-349T07:44:58.164Z ; 1.000
-0.426 ; 13.632 ; 192 ; 2019-163T02:07:39.539Z ; 1.000
-0.425 ;  8.944 ; 023 ; 2018-354T06:21:57.265Z ; 1.000
-0.425 ;  9.420 ; 195 ; 2019-165T23:45:46.840Z ; 1.000
-0.425 ; 10.878 ; 180 ; 2019-150T15:27:18.853Z ; 1.000
-0.425 ; 11.530 ; 211 ; 2019-182T12:23:40.102Z ; 1.000
-0.425 ; 11.711 ; 116 ; 2019-084T22:28:11.261Z ; 1.000
-0.425 ; 12.885 ; 179 ; 2019-149T16:51:46.836Z ; 1.000
-0.425 ; 13.381 ; 026 ; 2018-357T12:55:04.931Z ; 1.000
-0.424 ;  9.356 ; 213 ; 2019-184T11:28:12.298Z ; 1.000
-0.424 ;  9.832 ; 175 ; 2019-145T11:06:45.175Z ; 1.000
-0.424 ; 10.773 ; 203 ; 2019-174T06:23:00.298Z ; 1.000
-0.424 ; 10.914 ; 183 ; 2019-153T17:27:08.878Z ; 1.000
-0.424 ; 10.926 ; 218 ; 2019-189T16:21:15.047Z ; 1.000
-0.424 ; 11.850 ; 170 ; 2019-140T09:55:06.503Z ; 1.000
-0.424 ; 12.024 ; 214 ; 2019-185T14:51:53.434Z ; 1.000
-0.424 ; 12.338 ; 021 ; 2018-352T08:31:28.465Z ; 1.000
-0.424 ; 14.549 ; 033 ; 2018-364T18:45:51.617Z ; 1.000
-0.424 ; 15.717 ; 142 ; 2019-111T19:35:27.425Z ; 1.000
-0.423 ;  8.306 ; 026 ; 2018-357T07:42:10.843Z ; 1.000
-0.423 ; 10.256 ; 202 ; 2019-173T05:11:55.694Z ; 1.000
-0.423 ; 12.276 ; 220 ; 2019-191T19:02:57.887Z ; 1.000
-0.423 ; 12.521 ; 149 ; 2019-118T20:53:01.752Z ; 1.000
-0.423 ; 12.874 ; 159 ; 2019-129T03:46:54.287Z ; 1.000
-0.423 ; 13.413 ; 021 ; 2018-352T09:37:43.384Z ; 1.000
-0.423 ; 16.414 ; 033 ; 2018-364T20:40:48.509Z ; 1.000
-0.422 ;  9.941 ; 183 ; 2019-153T16:27:10.267Z ; 1.000
-0.422 ; 10.471 ; 024 ; 2018-355T08:35:58.694Z ; 1.000
-0.422 ; 10.675 ; 146 ; 2019-115T17:01:35.846Z ; 1.000
-0.422 ; 10.697 ; 034 ; 2018-365T15:28:07.223Z ; 1.000
-0.422 ; 11.040 ; 219 ; 2019-190T17:07:33.967Z ; 1.000
-0.422 ; 11.737 ; 196 ; 2019-167T02:47:47.790Z ; 1.000
-0.422 ; 12.070 ; 186 ; 2019-156T20:36:03.099Z ; 1.000
-0.422 ; 12.202 ; 194 ; 2019-165T01:58:01.180Z ; 1.000
-0.422 ; 12.788 ; 184 ; 2019-154T20:01:53.902Z ; 1.000
-0.422 ; 13.295 ; 210 ; 2019-181T13:33:12.799Z ; 1.000
-0.422 ; 13.543 ; 026 ; 2018-357T13:05:07.920Z ; 1.000
-0.422 ; 13.656 ; 174 ; 2019-144T14:23:14.041Z ; 1.000
-0.421 ;  9.046 ; 084 ; 2019-051T22:45:13.210Z ; 1.000
-0.421 ; 10.149 ; 192 ; 2019-162T22:33:00.555Z ; 1.000
-0.421 ; 10.475 ; 210 ; 2019-181T10:39:21.541Z ; 1.000
-0.421 ; 11.241 ; 195 ; 2019-166T01:37:58.292Z ; 1.000
-0.421 ; 11.542 ; 195 ; 2019-166T01:56:32.268Z ; 1.000
-0.421 ; 13.053 ; 028 ; 2018-359T13:54:35.127Z ; 1.000
-0.421 ; 13.384 ; 020 ; 2018-351T08:56:02.871Z ; 1.000
-0.421 ; 13.838 ; 167 ; 2019-137T09:59:58.004Z ; 1.000
-0.421 ; 15.144 ; 119 ; 2019-088T03:57:35.520Z ; 1.000
-0.421 ; 15.722 ; 056 ; 2019-023T11:10:53.792Z ; 1.000
-0.420 ; 10.465 ; 117 ; 2019-085T21:50:41.264Z ; 1.000
-0.420 ; 10.663 ; 145 ; 2019-114T16:21:38.866Z ; 1.000
-0.420 ; 10.842 ; 150 ; 2019-119T19:48:46.413Z ; 1.000
-0.420 ; 11.447 ; 201 ; 2019-172T05:46:05.426Z ; 1.000
-0.420 ; 11.695 ; 119 ; 2019-088T00:25:00.253Z ; 1.000
-0.420 ; 12.003 ; 157 ; 2019-127T01:34:48.293Z ; 1.000
-0.420 ; 12.377 ; 019 ; 2018-350T07:14:03.661Z ; 1.000
-0.420 ; 13.394 ; 215 ; 2019-186T16:55:33.450Z ; 1.000
-0.420 ; 13.813 ; 047 ; 2019-014T03:16:35.181Z ; 1.000
-0.420 ; 14.204 ; 024 ; 2018-355T12:26:09.868Z ; 1.000
-0.420 ; 14.893 ; 016 ; 2018-347T07:49:26.465Z ; 1.000
-0.420 ; 15.500 ; 132 ; 2019-101T12:49:48.017Z ; 1.000
-0.419 ;  9.205 ; 038 ; 2019-004T16:35:09.264Z ; 1.000
-0.419 ; 10.983 ; 038 ; 2019-004T18:24:48.116Z ; 1.000
-0.419 ; 10.998 ; 190 ; 2019-160T22:06:52.708Z ; 1.000
-0.419 ; 12.369 ; 201 ; 2019-172T06:42:54.144Z ; 1.000
-0.419 ; 13.535 ; 170 ; 2019-140T11:38:56.767Z ; 1.000
-0.419 ; 13.842 ; 218 ; 2019-189T19:20:58.578Z ; 1.000
-0.419 ; 13.967 ; 072 ; 2019-039T19:55:11.621Z ; 1.000
-0.419 ; 14.117 ; 199 ; 2019-170T07:12:13.222Z ; 1.000
-0.419 ; 15.391 ; 171 ; 2019-141T14:12:33.273Z ; 0.996
-0.419 ; 15.521 ; 019 ; 2018-350T10:27:54.433Z ; 1.000
-0.418 ;  8.745 ; 141 ; 2019-110T11:46:31.389Z ; 1.000
-0.418 ;  9.374 ; 179 ; 2019-149T13:15:25.126Z ; 1.000
-0.418 ;  9.524 ; 155 ; 2019-124T21:43:34.614Z ; 1.000
-0.418 ;  9.616 ; 186 ; 2019-156T18:04:47.833Z ; 1.000
-0.418 ;  9.937 ; 017 ; 2018-348T03:23:43.804Z ; 1.000
-0.418 ; 10.421 ; 194 ; 2019-165T00:08:12.053Z ; 1.000
-0.418 ; 11.586 ; 214 ; 2019-185T14:24:52.575Z ; 1.000
-0.418 ; 11.938 ; 216 ; 2019-187T16:05:04.046Z ; 1.000
-0.418 ; 11.981 ; 139 ; 2019-108T13:47:31.097Z ; 1.000
-0.418 ; 13.003 ; 178 ; 2019-148T16:19:49.920Z ; 1.000
-0.418 ; 13.345 ; 021 ; 2018-352T09:33:31.889Z ; 1.000
-0.417 ;  8.944 ; 205 ; 2019-176T05:48:48.217Z ; 1.000
-0.417 ; 10.153 ; 194 ; 2019-164T23:51:41.479Z ; 1.000
-0.417 ; 10.188 ; 152 ; 2019-121T20:26:51.726Z ; 1.000
-0.417 ; 10.633 ; 173 ; 2019-143T10:37:42.582Z ; 1.000
-0.417 ; 11.144 ; 219 ; 2019-190T17:13:59.156Z ; 1.000
-0.417 ; 11.175 ; 041 ; 2019-007T20:35:48.911Z ; 1.000
-0.417 ; 11.492 ; 125 ; 2019-094T04:08:04.926Z ; 1.000
-0.417 ; 12.212 ; 178 ; 2019-148T15:31:04.484Z ; 1.000
-0.417 ; 12.999 ; 180 ; 2019-150T17:38:01.276Z ; 1.000
-0.417 ; 13.715 ; 037 ; 2019-003T20:33:27.983Z ; 0.671
-0.417 ; 14.163 ; 209 ; 2019-180T13:47:25.946Z ; 1.000
-0.416 ;  9.612 ; 139 ; 2019-108T11:21:31.275Z ; 1.000
-0.416 ; 10.202 ; 084 ; 2019-051T23:56:27.106Z ; 1.000
-0.416 ; 10.796 ; 028 ; 2018-359T11:35:22.311Z ; 1.000
-0.416 ; 10.840 ; 220 ; 2019-191T17:34:28.435Z ; 1.000
-0.416 ; 10.873 ; 215 ; 2019-186T14:20:12.887Z ; 1.000
-0.416 ; 11.030 ; 038 ; 2019-004T18:27:39.612Z ; 1.000
-0.416 ; 11.829 ; 022 ; 2018-353T08:39:55.654Z ; 0.906
-0.416 ; 11.877 ; 176 ; 2019-146T13:52:01.956Z ; 1.000
